Ship type,Technical efficiency,Total fuel consumption [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between diffrenet ports under a MS jurisdiction [m tonnes],CO₂ emissions produced when ships depart from various ports to start their journeys.under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to destination ports under a MS jurisdiction [m tonnes],"CO₂ emissions while ships are in port, either docked or berthed under a MS jurisdiction at berth [m tonnes]",Annual Time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Distance Travelled by Ship(nmiles in thousands)
Oil tanker,3.37,3499.2,10960.63,4466.53,2759.14,2292.69,1442.28,2368.95,144.92,453.95,24.15
Bulk carrier,3.53,2095.06,6594.58,0,3599,2784.81,210.77,2104.07,80.99,254.94,25.87
Bulk carrier,3.5,1304.6,4124.06,1111.79,2197.57,645.01,169.69,1451.4,91.22,288.36,14.3
Oil tanker,2.94,3705.25,11604.97,0,4800.44,4782.54,2021.99,2571.8,120.82,378.41,30.67
Oil tanker,2.63,3027.05,9454.99,85.18,3084.96,5752.72,532.13,2154,125.53,392.08,24.11
Oil tanker,2.65,1664.61,5194.74,0,1063.6,3863.68,267.44,1321.2,114.06,355.93,14.59
Vehicle carrier,16.62,8123.9,25432.27,7264.25,8231.82,8553.9,1382.3,4916.7,112.25,351.41,72.37
Vehicle carrier,16.61,2878.4,9011.24,1835.55,5911.33,786.14,478.21,1706.9,118.94,372.37,24.2
Vehicle carrier,16.52,302.97,950.2,409.2,440.42,0,100.58,192.2,108.63,340.7,2.79
Container ship,8.39,2231.14,6971.79,378.89,3449.42,2467.29,676.19,1221.53,203.61,636.24,10.96
Container ship,8.5,3722.22,11617.01,561.96,2599.3,7887.63,568.12,1482.89,229.78,717.13,16.2
Container ship,8.43,3807.97,11885.78,709.17,7437.84,2870.16,868.6,1650.49,238.53,744.52,15.96
Container ship,8.67,2166.15,6771.83,431.67,2982.52,2751.07,606.58,1353.4,219.08,684.89,9.89
Container ship,8.55,2911.22,9096.59,583.66,4985.79,2775.76,751.38,1541.04,227.23,710.01,12.81
Container ship,8.52,2992.48,9353.75,627.08,4952.11,3016.99,757.57,1590.16,217.08,678.54,13.79
Container ship,8.48,2565.59,8016.93,478.32,4293.82,2497.3,747.48,1645.78,189.36,591.73,13.55
Container ship,8.48,6902.97,21496.01,3269.26,14351.8,3171.18,703.76,2697.89,249.93,778.28,27.62
Container ship,7.86,2541.4,7935.77,454.86,4932.3,1927.76,620.85,1138.58,223.96,699.34,11.35
Bulk carrier,3.51,918.47,2898.89,83.94,1094.57,1617.11,103.27,913.17,87.74,276.93,10.47
Oil tanker,2.15,4425.44,13812.06,981.07,5709.85,6170.96,950.19,1674.52,205.31,640.78,21.55
Oil tanker,2.94,5561.5,17558.47,1302.64,4729.5,8824.77,2701.54,3332.7,135.37,427.38,41.08
Bulk carrier,5.46,1972.19,6217.57,481.06,2131.57,3515.73,89.2,2422.32,68.59,216.23,28.75
LNG carrier,4.32,2009.3,5933.19,0,5809.88,0,123.31,563.5,235.64,695.81,8.53
Oil tanker,2.59,4308.27,13535.96,268.7,6030,6569.4,667.9,3105.8,128.92,405.05,33.42
Oil tanker,2.64,4213.01,13263.64,2930,4301.4,4475.8,1556.4,3204.2,142.58,448.88,29.55
Bulk carrier,3.33,682.81,2136.01,0,1422.76,635.93,77.28,728,80.26,251.06,8.51
Other ship types,NA,3415.93,10703.83,1602.73,2886.22,5739.74,475.13,3749.8,66.05,206.98,51.72
Other ship types,NA,2905.71,9090.55,140.41,3821.39,4935.84,192.9,3221.3,64.99,203.33,44.71
Other ship types,NA,2977.59,9319.99,2115.22,1991.93,4744.62,468.24,3295.96,65.04,203.57,45.78
Other ship types,NA,1981.27,6191.14,530.01,1927.17,3562.77,171.2,2260.9,63.64,198.85,31.13
Container ship,8.39,15689.3,48906.28,9996.07,12485.81,23768.21,2656.19,3394.8,302.59,943.22,51.85
Container ship,8.33,16296.28,50811.97,8998.47,20866.82,17991.77,2954.9,3488.7,300.95,938.37,54.15
Container ship,8.23,6366.24,19856.37,3022.18,7145.25,8865.97,822.97,1656.7,297.03,926.43,21.43
Container ship,8.3,6735.5,20995.11,5528.52,5911.7,8283.43,1271.46,1785,289.49,902.36,23.27
Container ship,8.43,10111,31498.51,4102.34,9996.75,15902.08,1497.34,2097.6,284.86,887.41,35.49
Bulk carrier,3.54,973.35,3074.16,0,1005.87,1981.53,86.75,947.9,84.77,267.74,11.48
Bulk carrier,3.54,1110.48,3507.84,15.23,1488.13,1970.09,34.4,1082.3,86.59,273.51,12.82
Oil tanker,4.48,813.73,2555.13,4.18,916.7,1504.22,130.03,871.68,81.7,256.54,9.96
Oil tanker,3.19,2986.13,9470.62,825.42,3132.09,4429.4,1083.72,2334.95,155.76,494.01,19.17
Oil tanker,3.17,757.24,2387.17,0,376.36,1775.9,234.91,621.4,129.91,409.53,5.83
Container ship,8.22,4622.33,14429.67,0,8195.9,6159.81,73.96,1192.5,237.79,742.31,19.44
Oil tanker,2.71,11442.26,36122.27,206,14724,17697,3494,7329,157.54,497.33,72.63
Oil tanker,2.57,9685.86,30603.98,109.7,12603,13920,3970,5908.7,158.77,501.67,61.01
Bulk carrier,3.54,2079.54,6558.43,1069.61,2873.57,1834.9,712.22,1747.13,112.49,354.78,18.49
Bulk carrier,3.54,3266.31,10191.15,0,4955.9,4821,414.26,3066.3,104.58,326.3,31.23
Bulk carrier,3.52,1120.25,3500.41,0,0,3236.64,263.74,957.7,98.15,306.68,11.41
Bulk carrier,3.52,1003.6,3176.41,61.56,1090.57,1886.11,138.18,1105.4,76.97,243.61,13.04
Container ship,17,286.7,895.64,98,136,610,52,207,130.38,407.29,2.2
Oil tanker,4.01,1204.9,3773.79,599.44,1435.7,1644.45,94.19,1301.25,79.85,250.09,15.09
Oil tanker,4.01,1582.37,4965.37,1053.75,1558.31,1508.39,844.93,1542.23,85.92,269.62,18.42
Oil tanker,3.97,264.15,823.47,0,63.62,704.88,54.98,270.64,82.47,257.09,3.2
Oil tanker,3.91,698.1,2187.43,342.99,999.23,683.75,161.45,1083.96,65.79,206.15,10.61
Oil tanker,3.91,302.4,944.92,0,0,902.49,42.42,545.75,55.08,172.12,5.49
Oil tanker,3.91,772.9,2428.49,665.88,1369.92,40.65,352.04,793.35,79.49,249.75,9.72
Chemical tanker,4.14,1689.13,5340.08,163.89,2306.76,2542.41,327.02,1819.08,79.14,250.19,21.34
Oil tanker,11.39,756.7,2363,0,1363.55,984.07,15.39,1527.34,49.23,153.74,15.37
Oil tanker,11,742.4,2342.97,0,1303.13,1026.69,13.14,1509.33,50.7,160.02,14.64
Container ship,8.39,2926.02,9151.55,1070.5,3227.04,4135.6,718.41,935.2,200.47,626.99,14.6
Container ship,11.2,2218.69,6919.72,688.07,3231.16,2772.45,228.04,1527.04,122.92,383.37,18.05
Container ship,11.44,2781.64,8901.33,347.33,4063.14,4399.09,91.78,1564.84,125.36,401.15,22.19
Container ship,11.3,1754.68,5474.09,176.88,2650.24,2213.82,433.15,881.24,155.27,484.41,11.3
Container ship,11.2,1458.57,4550.97,317.47,3926.72,33.7,273.08,833.07,142.2,443.67,10.26
Container ship,7.6,18149.62,56681.74,11957.02,21774.76,21107.3,1842.65,3808,313.12,977.88,57.96
Container ship,7.55,18849.76,58819,16994.03,28577.1,7657.78,5590.09,3123,348.8,1088.41,54.04
Container ship,7.65,17968.74,56078.72,1082.13,26957.47,26352.81,1686.32,3636.1,314.87,982.69,57.07
Container ship,7.46,16295.2,50823.63,461.78,21109.57,25182.59,4069.69,2721.48,354.16,1104.6,46.01
Container ship,18.36,5396.01,16929.13,9614.95,2018.3,2532.8,2771.9,3938.97,145.52,456.54,37.08
Container ship,18.46,5583.72,17525.96,10766.11,1860.37,1959.78,2940.65,3167.92,148.78,466.97,37.53
Oil tanker,3.2,2813.16,8864.84,531.6,2697.6,4776.1,859.7,3080,134.85,424.95,20.86
Oil tanker,3.16,2491.1,7804.67,189.5,1602.3,5228.5,784.4,2263.6,130.34,408.34,19.11
Oil tanker,3.04,5686.23,17977.17,372.9,8426.9,7506.8,1670.6,4387.2,135.11,427.14,42.09
Oil tanker,3.11,3490.46,10938.37,221.4,4640.1,4982.7,1094.4,3018.8,130.86,410.08,26.67
Oil tanker,3.15,2785.87,8802.72,245.34,2996.65,3797.76,1762.97,2064.62,125.88,397.76,22.13
Oil tanker,3.17,2189.19,6882.74,1023.32,2098.49,2439.99,1320.93,1643.7,125.76,395.38,17.41
Oil tanker,3.22,2831.36,8924.62,0,2269.68,5874.69,780.22,2289.43,113.12,356.57,25.03
Oil tanker,3.11,2833.75,8849.16,558.82,5826.05,1683.71,780.58,2305.75,110.2,344.14,25.71
Bulk carrier,4.14,1258.32,3983.34,128.34,1924.76,1817.29,112.95,1232.6,81.4,257.68,15.46
Oil tanker,2.76,2023.42,6323.89,0,1785.95,4148.32,389.67,1359.7,134.1,419.11,15.09
General cargo ship,11.87,516,1638.88,12.34,698.68,876.15,51.71,1902.04,31.77,100.91,16.24
Oil tanker,4.73,847.4,2657.7,0,785.01,1433.7,438.98,829.3,83.54,262,10.14
Oil tanker,4.9,1807.7,5715.84,1397.36,1882.94,1706.09,729.46,1542.4,94.18,297.79,19.19
Chemical tanker,4.88,1193.87,3771.75,0,1227.52,2226.93,317.3,1022,89.52,282.82,13.34
Chemical tanker,4.88,1435.61,4559.69,1397.13,1057.75,1143.09,961.72,1109,104.8,332.87,13.7
Bulk carrier,4,933.86,2943.84,283.52,1023.82,1582.2,54.3,1453.65,66.39,209.28,14.07
Oil tanker,2.65,3462.1,10885.85,415.31,5245.74,4264.92,959.89,1864.4,159.75,502.29,21.67
Oil tanker,2.77,733.65,2305.81,0,1563.24,280.75,461.82,704.6,166.98,524.81,4.39
Refrigerated cargo carrier,16.6,375.01,1193.54,1097.89,0,25.35,70.31,205,138.64,441.23,2.7
Oil tanker,2.2,3275.27,10230.12,0,1985.58,7953.26,291.27,1951.3,169.29,528.76,19.35
Chemical tanker,6.96,1035.5,3269.8,182.87,1140.71,1781.1,165.11,1339,67.32,212.58,15.38
Gas carrier,12.1,1650.2,5171.9,902.57,2385.96,1759.6,123.75,1935.35,67.08,210.22,24.6
Gas carrier,12.1,3218.15,10109.33,720.42,4750.4,4145.45,493.06,3455.99,73.88,232.08,43.56
Gas carrier,12.1,1043.26,3275.01,1121.24,1163.23,810.45,180.07,1646.71,69.62,218.56,14.99
Gas carrier,5.98,2208.5,6895.6,429.85,3650.38,2614.03,201.34,1343.7,117.96,368.3,18.72
Ro-ro ship,9.55,11596.84,36485.98,13204.54,10716.82,10493.37,2071.25,4514.5,166.81,524.83,69.52
Ro-ro ship,9.46,13465.57,42369.99,16415.96,12200.69,11711.95,2041.4,5328.2,165.83,521.81,81.2
Chemical tanker,4.08,1722.44,5376.23,756.19,2420.53,2115.72,83.78,1892.5,84.7,264.38,20.34
Gas carrier,20.8,1369.18,4389.59,3215.97,99.23,128.56,945.83,2700.3,46.57,149.3,29.4
Container ship,7.37,25440.96,79348.26,11237.32,40174.05,25604.64,2332.25,5176.73,309.41,965.04,82.22
Container ship,7.38,11296.34,35306.85,4923.1,21402.32,7973.98,1007.45,3093.44,260.1,812.94,43.43
Other ship types,NA,3774.1,11858.49,1577.82,4396.6,5391.03,493.04,4322.4,65.61,206.15,57.52
Other ship types,NA,3191.4,9990.46,1354.11,3035.87,5225.7,374.77,3622.88,65.66,205.56,48.6
Bulk carrier,4.08,1056.39,3299.59,164.69,938.3,1853.12,343.45,1156.8,80.86,252.57,13.06
Bulk carrier,3.56,1535.4,4800.55,115.42,2598.34,1963.42,123.5,1702,81.67,255.33,18.8
Bulk carrier,3.54,1580.3,4955.23,130.74,924.95,3576.51,323.13,1962,75.82,237.75,20.84
Bulk carrier,3.1,1008.73,3179.9,0,1660.58,1451.38,67.94,981.92,90.15,284.17,11.19
Gas carrier,5.99,723.9,2286.83,0,90.46,1969.39,226.98,426,120.09,379.37,6.03
Oil tanker,4.15,2365.37,7480.11,815.31,2425.52,3855.21,384.08,2693.2,73.94,233.81,31.99
Chemical tanker,6.99,2605.78,8119.22,1273.99,69.13,2232.94,4543.15,1194.8,158.71,494.5,16.42
Chemical tanker,5.07,763,2410.27,445.54,762.61,1060.75,141.38,851.9,67.08,211.91,11.37
Chemical tanker,5.06,1064.1,3324.24,0,442.38,2795.95,85.92,1169.59,85.37,266.69,12.46
Chemical tanker,5.12,2489.5,7790.23,1645.28,3296.59,2441.54,406.83,3104.01,73.59,230.27,33.83
Chemical tanker,5.62,345.4,1094.76,48.09,918.43,0,128.24,314,97.82,310.04,3.53
Chemical tanker,5.55,780.91,2473.45,36.87,1079.93,925.28,431.37,695.9,93.54,296.29,8.35
Bulk carrier,3.68,2876.8,9095.78,77.03,4813.97,3804.93,399.81,3175.6,79.12,250.17,36.36
Oil tanker,2.84,4788.18,14999.97,381.67,5037.1,7121.91,2392.02,4231.83,161.53,506.03,29.64
Oil tanker,2.81,1767.62,5532.2,257.59,1620.96,2930.27,718.5,1302.7,167.83,525.28,10.53
Oil tanker,3.09,2204.59,6897.55,351.17,2072.13,4070.31,403.96,1319.5,146.94,459.73,15
Oil tanker,3,5718.5,18126.79,2184.14,5058,8663.84,2220.83,4258.8,158.02,500.91,36.19
Bulk carrier,5.6,663.06,2096.39,110.23,522.97,1409.64,53.54,844.9,66.18,209.24,10.02
Bulk carrier,5.55,399.42,1259.6,0,121.84,1098.65,39.11,463.9,71.11,224.25,5.62
Bulk carrier,5.59,541.68,1711.45,48.54,303.56,1308.86,50.49,729.7,63.15,199.54,8.58
Bulk carrier,5.48,606.19,1919.97,132.38,0,1441.66,345.93,748.4,68.9,218.23,8.8
Oil tanker,2.6,994.1,3105.97,0,973.41,1927.39,205.17,826.33,104.76,327.32,9.49
Chemical tanker,6.77,2375.2,7453.96,779.57,2683.92,3157.59,832.89,2768.65,71.6,224.7,33.17
Chemical tanker,7.31,621,1959.09,239.18,1237.49,357.77,124.65,747,65.21,205.72,9.52
Chemical tanker,7.26,213.67,673.68,0,398.88,254.97,19.83,258.8,59.11,186.36,3.61
LNG carrier,5.42,10913.52,30992.36,0,15377.57,15304.65,310.12,5649.6,155.89,442.68,70.01
LNG carrier,4.67,1960.28,5616.94,0,2369.9,3173.46,73.58,796.6,180.17,516.26,10.88
Oil tanker,3.09,4313.32,13507.61,1884.46,1063.84,8914.36,1644.93,2840.15,147.43,461.69,29.26
Oil tanker,3.8,116.7,366.56,0,139.65,122.06,104.83,101,112.75,354.16,1.04
Oil tanker,3.84,987.9,3082.59,0,1644.1,1319.7,118.8,1100,92.94,290.02,10.63
Bulk carrier,5.65,1614.8,5100.63,441.62,521.71,3893.32,243.98,1852.5,72.73,229.73,22.2
Bulk carrier,3.61,1616.38,5097.79,112.85,2446.8,2282.94,255.2,1808.73,81.21,256.13,19.9
General cargo ship,5.48,421.04,1330.03,0,0,1224.16,105.9,594.7,65.99,208.47,6.38
Bulk carrier,5.42,697.54,2182.14,0,209.78,1850.08,122.27,790.28,67.15,210.07,10.39
Bulk carrier,3.65,875.06,2738.36,0,880.1,1660.67,197.59,751.95,92.15,288.37,9.5
Chemical tanker,6.43,1332.81,4181.67,1483.95,2125.35,24.78,547.58,1563.08,69.36,217.63,19.22
Oil tanker,3.22,3075.36,9798,0,2886.71,4840.5,2070.81,2922.7,132.38,421.75,23.23
Bulk carrier,3.55,3900.06,12358.2,0,5102.79,7002.81,252.6,4160.35,87.66,277.77,44.49
Oil tanker,2.66,1724.82,5409.4,0,1241.62,3746.73,421.05,1223.9,146.29,458.78,11.79
Oil tanker,4.12,890.99,2805.08,373.11,123.66,2025.57,282.74,992.3,99.53,313.35,8.95
Oil tanker,2.76,3482.57,10906.51,805.38,6037.59,2884.89,1178.64,2199.73,136.37,427.07,25.54
Bulk carrier,3.6,113.8,359.02,0,201,135,22,123,77.84,245.57,1.46
Bulk carrier,3.61,724.3,2289.04,1069,0,1168,53,804,75.05,237.18,9.65
Oil tanker,2.62,3876.98,12143.67,0,3353.74,8085.56,704.36,3334.5,121.56,380.76,31.89
Oil tanker,2.61,4690.56,14788.98,0,1296.39,12966.9,525.69,3513.3,170.01,536.02,27.59
Gas carrier,9.98,2357.53,7441.28,1082.02,1921.68,4067.43,370.15,2661.05,75.64,238.75,31.17
Oil tanker,2.72,2110.8,6649.29,1699.89,2697.47,589.01,1662.92,1291.98,157.79,497.07,13.38
LNG carrier,4.27,15350.6,43197.71,3124.12,19515.79,19646.46,911.34,5433.1,208.56,586.9,73.6
Gas carrier,6.19,2408.7,7514.95,0,2108.44,4473.83,932.69,998.4,147.18,459.18,16.37
Oil tanker,3.18,1879.74,5923.94,1273.5,1804.76,2281.57,564.11,1098.4,157.62,496.72,11.93
Oil tanker,3.16,5131.52,16265.59,1301.38,5950.17,7400.59,1613.48,4095.62,131.13,415.64,39.13
Bulk carrier,4.77,1642.67,5156.36,45.59,1989.63,2732.8,388.34,2005.85,70.46,221.17,23.31
Bulk carrier,4.6,1208.38,3800.32,415.84,1123.05,1997.64,263.79,1335.12,67.4,211.98,17.93
Bulk carrier,4.63,2438.92,7664.51,332.99,3557.41,3432.35,341.76,3199.94,63.73,200.29,38.27
Ro-pax ship,1.1,13509.44,43311.26,42684.11,0,0,627.16,3458.58,125.69,402.96,107.48
Oil tanker,4.1,1204.7,3825.92,543.42,659.43,2220.73,402.35,1015.9,99.99,317.56,12.05
Oil tanker,4.18,841.2,2657.17,0,1296.08,1223.23,137.86,991,71.52,225.93,11.76
Oil tanker,4.2,515.4,1625.26,0,683.34,836.91,105.02,658.1,79.26,249.92,6.5
Oil tanker,2.58,840.4,2622.9,0,426.18,2110.81,85.91,571.84,146.95,458.64,5.72
Chemical tanker,5.1,3049.21,9656.87,2543.24,1849.81,4625.96,637.91,3417.4,83.62,264.82,36.47
Chemical tanker,5.04,3792.94,12066.44,1918.2,2465.35,6797.74,885.13,4060.9,85.14,270.85,44.55
Chemical tanker,5.01,3119.92,9862.76,3325.5,768.07,3125.12,2644.06,2188.7,161.37,510.13,19.33
Container ship,8.33,9237.81,29137.7,3658.37,9185.09,14935.01,1359.24,2182.9,268.16,845.83,34.45
Oil tanker,2.97,3382.87,10656.41,1975.83,5262.45,2471.94,946.19,2431,123.76,389.87,27.33
Oil tanker,2.1,3150.9,9818.17,0,9717.01,0,101.16,1302.6,210.15,654.82,14.99
Oil tanker,2.06,1348.4,4220.3,0,319.75,3110.39,790.16,426.6,249.89,782.12,5.4
Oil tanker,2.73,1520.12,4747.66,0,2400.98,1996.49,350.19,1003.3,120.75,377.12,12.59
Oil tanker,2.84,1252.43,3920.16,134.01,1736.33,1717.8,332.01,1015.97,126.82,396.95,9.88
Oil tanker,2.86,4532.4,14197.19,0,4409.63,8478.15,1309.4,3307.12,149.09,467,30.4
Oil tanker,5.21,3813.89,11985.16,4007.53,3938.44,2792.62,1246.57,3504.4,97.32,305.84,39.19
Oil tanker,4.48,2435.5,7769.42,2221.88,2629.3,1946.85,971.37,2770.04,80.03,255.3,30.43
Oil tanker,4.58,550.8,1728.36,0,0,1728.36,0,492.9,94.56,296.71,5.82
Oil tanker,4.64,2746.44,8676.72,1243.85,3097.62,3629.2,706.06,2941.9,80.24,253.51,34.23
General cargo ship,4.68,306.81,973.56,0,48.73,874.78,50.05,355.4,70.55,223.86,4.35
General cargo ship,4.69,674.91,2136.43,337.57,17.8,1467.37,313.68,622.5,91.61,290,7.37
Oil tanker,4.96,1496.65,4735.78,0,1826.37,2410.55,498.85,1447.3,88.18,279.03,16.97
Oil tanker,5,2174.9,6875.66,486.63,3924.9,1746,718.13,2344.4,84.34,266.62,25.79
Oil tanker,4.05,3088.81,9640.89,148.55,7550.83,1651.76,289.74,2205.8,123.37,385.06,25.04
Oil tanker,4.05,3593.86,11229.75,972.38,6548.13,2956.41,752.81,2598.3,116.71,364.68,30.79
Oil tanker,2.87,6163.2,19360.79,1274.86,6971.41,9416.94,1697.58,5024.7,109.41,343.7,56.33
Oil tanker,2.83,2723.03,8540.71,550.44,5127.96,2515.64,346.68,2135.1,123.04,385.9,22.13
Oil tanker,2.94,2736.64,8604.61,501.8,1484.76,5280.55,1337.5,1970.3,142.32,447.5,19.23
Oil tanker,2.94,3358.74,10528.89,1221.1,3120.11,4840.78,1346.88,2912.4,108.13,338.96,31.06
Oil tanker,3.03,4097.44,12833.94,0,7060.21,4394.71,1379.02,2477.1,128.04,401.04,32
Oil tanker,3.07,547.2,1719.55,324.45,1328.42,0,66.68,372.9,125.11,393.14,4.37
Oil tanker,2.53,622.54,1950.03,0,1030.24,668.75,251.03,574,153.86,481.94,4.05
Oil tanker,2.5,7938.12,24796.71,900.2,9633.78,11943.7,2319.03,5248.4,134.57,420.35,58.99
General cargo ship,13.83,119.79,384.05,0,0,384,0,409,28.57,91.59,4.19
Container ship,7.43,24141.47,75281.88,10699.56,37071.75,25747.66,1762.91,5017.77,298.39,930.47,80.91
Container ship,7.57,24841.82,77543.84,19861.38,35464.6,20314.68,1903.19,5325.96,303.75,948.15,81.78
Container ship,7.5,16814.18,52558.23,6538.14,35357.12,9447,1215.97,4134.32,267.62,836.53,62.83
Container ship,7.46,24684.79,76988.35,11611.22,38153.45,24992.16,2231.51,5413.42,300,935.66,82.28
Container ship,7.43,15929.99,49873.39,4954.71,33336.73,10571.02,1010.92,4194.15,258.31,808.71,61.67
Gas carrier,5.88,5109,16175.19,827.79,7057.47,7964.84,325.09,3598.3,99.42,314.78,51.39
Passenger ship,7.68,24981.91,77903.35,62284.95,7110.37,6777.77,1730.27,4617.71,434.65,1355.41,57.48
Refrigerated cargo carrier,15,741.2,2345.41,52.6,773.5,1234.6,284.7,1346.2,52.6,166.45,14.09
Refrigerated cargo carrier,15.4,1043.1,3265.88,2.6,1078.4,1999.3,185.6,2185.4,41.85,131.02,24.92
Refrigerated cargo carrier,15.1,280.5,879.35,0,583.3,241.6,54.5,560.6,45.57,142.86,6.16
Refrigerated cargo carrier,15,502.9,1577.88,121.9,552.1,626.3,277.6,804.3,60.51,189.86,8.31
Passenger ship,11.9,8561.2,26767.06,15113.22,2018.01,4072.77,5563.06,3662.91,196.22,613.48,43.63
Gas carrier,7.29,565,1766.26,0,880.59,845.92,39.75,583.1,68.22,213.26,8.28
Vehicle carrier,20.1,6753.18,21134.3,4117.9,9718.88,6174.13,1123.39,3979.2,114.76,359.16,58.85
Vehicle carrier,19.88,8389.5,26244.38,5543.05,12308.61,7356.65,1036.07,4750.4,109.96,344,76.3
Oil tanker,3.35,2731.4,8543.34,0,3514.79,4442.81,585.74,2190.2,113.63,355.41,24.04
Bulk carrier,3.3,1700.21,5319.43,82.85,2153.78,2791.69,291.1,1660.7,94.59,295.94,17.97
Bulk carrier,3.3,764.57,2419.52,188.93,1489.76,633.04,107.79,837.8,87.16,275.81,8.77
Gas carrier,7.65,4287.2,13691.57,4588.95,3553.85,2544.14,3004.63,3141.5,97.99,312.95,43.75
Gas carrier,12.1,2488.44,7814.15,661.85,3284.73,3434.88,432.68,2843.82,75.42,236.82,32.99
Oil tanker,3.01,4579.7,14470.58,99.71,6350.36,6888.47,1132.04,3472.25,128.98,407.55,35.51
Oil tanker,2.95,5263.72,16607.38,0,7538.44,6351.49,2717.45,3722.09,124.95,394.24,42.13
LNG carrier,10.81,15155.29,42431.47,0,20311.89,21444.48,675.1,4775.79,213.35,597.32,71.03
Chemical tanker,6.94,931.05,2948.37,210.95,1435.28,826.39,475.74,1125.6,67.77,214.61,13.74
Chemical tanker,6.88,620.88,1957.08,337.67,471.19,753.98,394.24,784.5,64.66,203.82,9.6
Oil tanker,2.16,2481.12,7762.66,292.71,2543.91,4558.14,367.89,1205.2,215.26,673.49,11.53
Oil tanker,3.31,3532.45,11046.54,0,6039.38,4139.54,867.62,2591.5,115.57,361.39,30.57
Container ship,11.2,1445.9,4503.18,171.89,1833.4,2434.05,63.84,672.5,138.09,430.06,10.47
Container ship,11.5,2271.38,7073.08,404.69,4280.2,2287.7,100.48,1077.2,135.88,423.13,16.72
Container ship,11.19,747.1,2354.95,0,28.36,48.73,2277.86,408.9,136.61,430.6,5.47
Container ship,11.2,2588.37,8099.97,2025.48,1718.91,2892.68,1462.9,1006.2,167.16,523.11,15.48
Oil tanker,2.74,2694.6,8449.19,0,3291.73,4457.58,699.87,1932.3,125.86,394.66,21.41
Oil tanker,2.7,1281.68,3999.05,0,1612.61,2205.6,180.82,979.5,113.18,353.15,11.32
Chemical tanker,4.34,0,0,0,0,0,0,0,Division by zero!,Division by zero!,#VALUE!
Chemical tanker,4.23,2661.21,8337.37,1770,3065,3159,344,2505,85.8,268.82,31.02
Passenger ship,17.81,1927.34,6179.05,3255.05,891.65,1694.15,338.22,2212.6,101.51,325.45,18.99
Chemical tanker,4.34,1696.3,5349.24,479.59,1680.98,2561.58,627.09,1430.52,103.35,325.91,16.41
Chemical tanker,4.38,2754.49,8643.06,0,3348.07,4659.87,635.11,3074.32,101.12,317.3,27.24
Oil tanker,4.37,3020.5,9458.46,807.44,2871.41,5094.81,684.8,2803.92,85.92,269.06,35.15
General cargo ship,4.9,2742.88,8271.7,5922.31,265.94,90.6,1992.82,4083.57,60.58,182.68,45.28
General cargo ship,5.06,3012.02,9216.22,6745.11,64.44,395.76,2010.92,4358.57,63.98,195.77,47.08
Refrigerated cargo carrier,15.9,361.8,1131.96,0,1032.2,0,99.7,374.3,74.29,232.44,4.87
Oil tanker,4.1,1688.11,5299.3,178.81,2173.62,2393.7,553.15,1908.92,71.58,224.71,23.58
Oil tanker,6.82,3087.33,9897.98,7423.49,489.56,119.26,1865.67,4612.75,69.73,223.54,44.28
Oil tanker,6.92,3045.74,9764.64,5600.4,25.97,29.17,4109.1,4443.59,66.14,212.06,46.05
Refrigerated cargo carrier,15.9,1141.7,3573.9,0,1737.8,1615.9,220.3,2016.7,44.4,138.99,25.71
Oil tanker,2.92,1999.41,6247.31,0,1865.74,3973.02,408.54,1363.9,124.59,389.29,16.05
Oil tanker,2.95,2546.3,7954.09,726.56,2319,4132.87,775.68,1874.35,114.45,357.5,22.25
Oil tanker,2.94,2233.9,6981.34,0,3333.28,3192.48,455.57,1771.4,108.75,339.87,20.54
Oil tanker,5.01,1806.97,5725.74,932.81,1414.8,2640.47,737.66,1748.9,82.96,262.86,21.78
Oil tanker,4.98,1250.16,3949.22,655.99,1584.39,1195.13,513.71,1201,82.62,260.98,15.13
Gas carrier,9.78,3337.4,10459,97.37,4555.25,5533.06,273.34,3337,74.76,234.29,44.64
Gas carrier,9.58,3726.5,11782.05,873.22,5167.05,5207.35,534.44,4060.8,76.1,240.61,48.97
Bulk carrier,4.47,897.85,2844.65,130.32,1482.24,1137.24,94.83,1107.38,70.91,224.66,12.66
Chemical tanker,4.15,1702.41,5357.49,150.36,2116.83,2807.84,282.43,2082.9,77.97,245.38,21.83
Chemical tanker,4.15,716.93,2278.85,260.87,431.72,1481.61,104.65,770.28,89.72,285.18,7.99
Chemical tanker,4.16,1500.82,4743.49,247.43,946.97,3315.34,233.75,1732.3,70.38,222.45,21.32
Vehicle carrier,13,1347.51,4220.1,292.67,2261.99,1427.39,238.05,697.2,128.16,401.38,10.51
Vehicle carrier,13,1529.62,4801.49,319.84,3840.2,295.53,345.93,808.8,126.16,396.03,12.12
Vehicle carrier,12.8,3154.17,9897.69,2041.29,3413.8,3555.89,886.71,1752.2,126.28,396.27,24.98
Oil tanker,8.22,305.76,964.03,0,946.66,2.37,15,417.5,60.85,191.85,5.02
Gas carrier,13.1,706.89,2221.69,459.23,577.32,888.46,296.68,734.6,72.23,227.03,9.79
Chemical tanker,7.9,1777.04,5608.69,372.16,2457.82,2630.5,148.21,2188.27,65.87,207.89,26.98
